blockKey,total,went,rate,smoothedRate,meetsMinSample
"Ahead 9-14 | H2 Final 4 | YTG 81-90 | Dist 3-5",11,0,0.0000,0.1550,false
"Ahead 0-2 | H1 Mid | YTG 71-80 | Dist 2",11,1,0.0909,0.1793,false
"Tied | H2 Early | YTG 1-10 | Dist 9-10",11,0,0.0000,0.1550,false
"Ahead 3-5 | H1 Final 4 | YTG 81-90 | Dist 2",11,0,0.0000,0.1550,false
"Ahead 9-14 | H2 Final 4 | YTG 51-60 | Dist 20+",11,1,0.0909,0.1793,false
"Behind 3-5 | H1 Final 4 | YTG 41-50 | Dist 20+",11,0,0.0000,0.1550,false
"Tied | H1 Final 4 | YTG 81-90 | Dist 1",11,3,0.2727,0.2281,false
"Behind 6-8 | H2 Final 4 | YTG 71-80 | Dist 20+",11,9,0.8182,0.3745,false
"Ahead 0-2 | H2 Early | YTG 81-90 | Dist 9-10",11,0,0.0000,0.1550,false
"Behind 0-2 | H2 Early | YTG 21-30 | Dist 1",11,10,0.9091,0.3989,false
"Ahead 0-2 | H2 Final 4 | YTG 41-50 | Dist 1",11,6,0.5455,0.3013,false
"Ahead 0-2 | H1 Final 4 | YTG 71-80 | Dist 15-20",11,0,0.0000,0.1550,false
"Ahead 3-5 | H2 Early | YTG 51-60 | Dist 20+",11,1,0.0909,0.1793,false
"Behind 0-2 | H2 Final 4 | YTG 51-60 | Dist 11-14",11,7,0.6364,0.3257,false
"Behind 0-2 | H2 Final 4 | YTG 71-80 | Dist 3-5",11,10,0.9091,0.3989,false
"Ahead 3-5 | H2 Mid | YTG 21-30 | Dist 20+",11,0,0.0000,0.1550,false
"Behind 9-14 | H2 Mid | YTG 1-10 | Dist 15-20",11,0,0.0000,0.1550,false
"Ahead 0-2 | H2 Final 4 | YTG 11-20 | Dist 6-8",11,0,0.0000,0.1550,false
"Behind 0-2 | H2 Mid | YTG 11-20 | Dist 15-20",11,0,0.0000,0.1550,false
"Behind 0-2 | H2 Final 4 | YTG 61-70 | Dist 11-14",11,8,0.7273,0.3501,false
"Ahead 3-5 | H1 Early | YTG 61-70 | Dist 20+",11,0,0.0000,0.1550,false
"Behind 0-2 | H1 Mid | YTG 91-100 | Dist 6-8",11,0,0.0000,0.1550,false
"Behind 0-2 | H1 Mid | YTG 21-30 | Dist 1",11,8,0.7273,0.3501,false
"Ahead 15+ | H1 Final 4 | YTG 71-80 | Dist 20+",11,0,0.0000,0.1550,false
"Ahead 0-2 | H1 Mid | YTG 61-70 | Dist 1",11,0,0.0000,0.1550,false
"Behind 0-2 | H2 Mid | YTG 21-30 | Dist 9-10",11,1,0.0909,0.1793,false
"Ahead 0-2 | H1 Mid | YTG 11-20 | Dist 9-10",11,0,0.0000,0.1550,false
"Ahead 15+ | H1 Early | YTG 1-10 | Dist 6-8",11,0,0.0000,0.1550,false
"Tied | H2 Final 4 | YTG 51-60 | Dist 2",11,2,0.1818,0.2037,false
"Behind 15+ | H2 Final 4 | YTG 91-100 | Dist 11-14",11,0,0.0000,0.1550,false
"Behind 3-5 | H1 Final 4 | YTG 71-80 | Dist 20+",11,0,0.0000,0.1550,false
"Behind 0-2 | H1 Early | YTG 71-80 | Dist 6-8",11,1,0.0909,0.1793,false
"Behind 9-14 | H2 Final 4 | YTG 71-80 | Dist 2",11,11,1.0000,0.4232,false
"Ahead 3-5 | H1 Final 4 | YTG 81-90 | Dist 1",11,2,0.1818,0.2037,false
"Ahead 9-14 | H1 Final 4 | YTG 31-40 | Dist 20+",11,1,0.0909,0.1793,false
"Ahead 3-5 | H2 Mid | YTG 81-90 | Dist 2",11,2,0.1818,0.2037,false
"Behind 0-2 | H1 Mid | YTG 21-30 | Dist 2",11,3,0.2727,0.2281,false
"Behind 15+ | H1 Mid | YTG 31-40 | Dist 20+",11,0,0.0000,0.1550,false
"Behind 0-2 | H1 Final 4 | YTG 51-60 | Dist 2",11,2,0.1818,0.2037,false
"Ahead 0-2 | H1 Mid | YTG 11-20 | Dist 11-14",11,0,0.0000,0.1550,false
"Behind 3-5 | H1 Early | YTG 91-100 | Dist 9-10",10,0,0.0000,0.1588,false
"Ahead 0-2 | H2 Mid | YTG 91-100 | Dist 6-8",10,0,0.0000,0.1588,false
"Tied | H1 Final 4 | YTG 11-20 | Dist 2",10,3,0.3000,0.2338,false
"Tied | H2 Early | YTG 81-90 | Dist 2",10,0,0.0000,0.1588,false
"Ahead 6-8 | H1 Mid | YTG 21-30 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 15+ | H2 Early | YTG 91-100 | Dist 1",10,10,1.0000,0.4088,false
"Ahead 0-2 | H1 Final 4 | YTG 61-70 | Dist 11-14",10,0,0.0000,0.1588,false
"Behind 3-5 | H2 Final 4 | YTG 71-80 | Dist 2",10,7,0.7000,0.3338,false
"Behind 9-14 | H2 Final 4 | YTG 21-30 | Dist 2",10,8,0.8000,0.3588,false
"Ahead 15+ | H2 Final 4 | YTG 71-80 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 9-14 | H2 Final 4 | YTG 91-100 | Dist 15-20",10,9,0.9000,0.3838,false
"Behind 0-2 | H2 Final 4 | YTG 11-20 | Dist 3-5",10,3,0.3000,0.2338,false
"Tied | H2 Final 4 | YTG 81-90 | Dist 11-14",10,0,0.0000,0.1588,false
"Ahead 3-5 | H1 Final 4 | YTG 71-80 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 3-5 | H2 Final 4 | YTG 51-60 | Dist 20+",10,6,0.6000,0.3088,false
"Tied | H2 Mid | YTG 91-100 | Dist 6-8",10,0,0.0000,0.1588,false
"Ahead 6-8 | H2 Early | YTG 81-90 | Dist 2",10,1,0.1000,0.1838,false
"Behind 0-2 | H2 Mid | YTG 1-10 | Dist 2",10,5,0.5000,0.2838,false
"Tied | H2 Final 4 | YTG 31-40 | Dist 2",10,5,0.5000,0.2838,false
"Behind 9-14 | H2 Final 4 | YTG 91-100 | Dist 9-10",10,7,0.7000,0.3338,false
"Behind 0-2 | H1 Final 4 | YTG 31-40 | Dist 9-10",10,3,0.3000,0.2338,false
"Ahead 0-2 | H2 Mid | YTG 71-80 | Dist 2",10,1,0.1000,0.1838,false
"Ahead 6-8 | H1 Final 4 | YTG 91-100 | Dist 6-8",10,0,0.0000,0.1588,false
"Ahead 3-5 | H2 Final 4 | YTG 71-80 | Dist 1",10,2,0.2000,0.2088,false
"Ahead 6-8 | H1 Final 4 | YTG 51-60 | Dist 20+",10,1,0.1000,0.1838,false
"Behind 3-5 | H2 Mid | YTG 91-100 | Dist 1",10,8,0.8000,0.3588,false
"Behind 0-2 | H2 Final 4 | YTG 61-70 | Dist 15-20",10,5,0.5000,0.2838,false
"Ahead 3-5 | H1 Mid | YTG 91-100 | Dist 2",10,2,0.2000,0.2088,false
"Ahead 9-14 | H1 Final 4 | YTG 21-30 | Dist 20+",10,0,0.0000,0.1588,false
"Ahead 0-2 | H2 Final 4 | YTG 21-30 | Dist 9-10",10,2,0.2000,0.2088,false
"Ahead 9-14 | H2 Final 4 | YTG 81-90 | Dist 15-20",10,2,0.2000,0.2088,false
"Ahead 0-2 | H1 Early | YTG 41-50 | Dist 3-5",10,0,0.0000,0.1588,false
"Ahead 15+ | H2 Mid | YTG 91-100 | Dist 2",10,2,0.2000,0.2088,false
"Ahead 6-8 | H1 Final 4 | YTG 21-30 | Dist 20+",10,1,0.1000,0.1838,false
"Ahead 0-2 | H2 Mid | YTG 81-90 | Dist 11-14",10,0,0.0000,0.1588,false
"Behind 15+ | H1 Early | YTG 61-70 | Dist 15-20",10,0,0.0000,0.1588,false
"Tied | H2 Mid | YTG 51-60 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 0-2 | H1 Early | YTG 71-80 | Dist 3-5",10,1,0.1000,0.1838,false
"Tied | H2 Mid | YTG 71-80 | Dist 20+",10,1,0.1000,0.1838,false
"Tied | H2 Final 4 | YTG 1-10 | Dist 9-10",10,1,0.1000,0.1838,false
"Behind 3-5 | H2 Final 4 | YTG 71-80 | Dist 20+",10,10,1.0000,0.4088,false
"Ahead 9-14 | H1 Early | YTG 21-30 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 0-2 | H1 Final 4 | YTG 61-70 | Dist 3-5",10,0,0.0000,0.1588,false
"Ahead 9-14 | H2 Final 4 | YTG 71-80 | Dist 1",10,1,0.1000,0.1838,false
"Behind 15+ | H1 Early | YTG 81-90 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 3-5 | H1 Mid | YTG 11-20 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 3-5 | H2 Early | YTG 81-90 | Dist 2",10,0,0.0000,0.1588,false
"Ahead 0-2 | H1 Final 4 | YTG 21-30 | Dist 6-8",10,0,0.0000,0.1588,false
"Ahead 3-5 | H2 Mid | YTG 31-40 | Dist 20+",10,1,0.1000,0.1838,false
"Behind 3-5 | H2 Final 4 | YTG 81-90 | Dist 6-8",10,8,0.8000,0.3588,false
"Behind 3-5 | H2 Final 4 | YTG 91-100 | Dist 11-14",10,6,0.6000,0.3088,false
"Behind 0-2 | H1 Final 4 | YTG 81-90 | Dist 15-20",10,0,0.0000,0.1588,false
"Ahead 0-2 | H2 Mid | YTG 11-20 | Dist 9-10",10,0,0.0000,0.1588,false
"Ahead 9-14 | H2 Final 4 | YTG 81-90 | Dist 2",10,0,0.0000,0.1588,false
"Ahead 0-2 | H2 Final 4 | YTG 61-70 | Dist 1",10,4,0.4000,0.2588,false
"Ahead 0-2 | H1 Final 4 | YTG 1-10 | Dist 1",10,6,0.6000,0.3088,false
"Behind 0-2 | H2 Early | YTG 11-20 | Dist 9-10",10,0,0.0000,0.1588,false
"Ahead 0-2 | H1 Mid | YTG 51-60 | Dist 9-10",10,3,0.3000,0.2338,false
"Ahead 6-8 | H1 Final 4 | YTG 91-100 | Dist 9-10",10,0,0.0000,0.1588,false
"Behind 9-14 | H2 Early | YTG 1-10 | Dist 15-20",10,0,0.0000,0.1588,false
"Ahead 15+ | H1 Mid | YTG 81-90 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 15+ | H1 Early | YTG 41-50 | Dist 6-8",10,1,0.1000,0.1838,false
"Ahead 3-5 | H1 Early | YTG 81-90 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 15+ | H1 Early | YTG 41-50 | Dist 3-5",10,3,0.3000,0.2338,false
"Behind 3-5 | H1 Early | YTG 91-100 | Dist 20+",10,0,0.0000,0.1588,false
"Ahead 0-2 | H2 Early | YTG 31-40 | Dist 15-20",10,0,0.0000,0.1588,false
"Ahead 0-2 | H1 Mid | YTG 41-50 | Dist 11-14",10,0,0.0000,0.1588,false
"Behind 9-14 | H1 Early | YTG 11-20 | Dist 15-20",10,0,0.0000,0.1588,false
"Behind 9-14 | H1 Early | YTG 21-30 | Dist 2",10,7,0.7000,0.3338,false
"Ahead 3-5 | H1 Early | YTG 71-80 | Dist 20+",10,0,0.0000,0.1588,false
"Ahead 6-8 | H2 Mid | YTG 91-100 | Dist 9-10",10,0,0.0000,0.1588,false
"Ahead 0-2 | H1 Final 4 | YTG 21-30 | Dist 3-5",10,4,0.4000,0.2588,false
"Ahead 6-8 | H2 Final 4 | YTG 1-10 | Dist 2",10,2,0.2000,0.2088,false
"Tied | H1 Final 4 | YTG 71-80 | Dist 2",10,0,0.0000,0.1588,false
"Behind 0-2 | H2 Early | YTG 81-90 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 0-2 | H1 Mid | YTG 51-60 | Dist 15-20",10,1,0.1000,0.1838,false
"Tied | H2 Final 4 | YTG 21-30 | Dist 11-14",10,1,0.1000,0.1838,false
"Tied | H1 Mid | YTG 91-100 | Dist 2",10,5,0.5000,0.2838,false
"Ahead 0-2 | H1 Final 4 | YTG 31-40 | Dist 9-10",10,2,0.2000,0.2088,false
"Behind 3-5 | H2 Early | YTG 31-40 | Dist 20+",10,0,0.0000,0.1588,false
"Behind 15+ | H1 Early | YTG 51-60 | Dist 9-10",10,0,0.0000,0.1588,false
"Ahead 0-2 | H2 Final 4 | YTG 11-20 | Dist 9-10",10,3,0.3000,0.2338,false
"Behind 9-14 | H2 Final 4 | YTG 21-30 | Dist 20+",10,7,0.7000,0.3338,false
"Behind 0-2 | H1 Early | YTG 21-30 | Dist 3-5",9,1,0.1111,0.1885,false
"Ahead 15+ | H2 Final 4 | YTG 91-100 | Dist 11-14",9,1,0.1111,0.1885,false
"Behind 0-2 | H2 Final 4 | YTG 31-40 | Dist 1",9,8,0.8889,0.3680,false
"Behind 0-2 | H2 Final 4 | YTG 21-30 | Dist 9-10",9,7,0.7778,0.3424,false
"Behind 15+ | H1 Early | YTG 51-60 | Dist 15-20",9,0,0.0000,0.1629,false
"Behind 6-8 | H1 Mid | YTG 1-10 | Dist 11-14",9,0,0.0000,0.1629,false
"Behind 6-8 | H1 Early | YTG 1-10 | Dist 11-14",9,0,0.0000,0.1629,false
"Ahead 9-14 | H1 Early | YTG 41-50 | Dist 9-10",9,1,0.1111,0.1885,false
"Behind 3-5 | H2 Final 4 | YTG 11-20 | Dist 15-20",9,8,0.8889,0.3680,false
"Behind 3-5 | H1 Early | YTG 81-90 | Dist 2",9,0,0.0000,0.1629,false
"Tied | H2 Mid | YTG 81-90 | Dist 2",9,0,0.0000,0.1629,false
"Behind 6-8 | H1 Final 4 | YTG 81-90 | Dist 1",9,2,0.2222,0.2142,false
"Ahead 3-5 | H1 Mid | YTG 1-10 | Dist 11-14",9,0,0.0000,0.1629,false
"Behind 6-8 | H1 Final 4 | YTG 41-50 | Dist 20+",9,0,0.0000,0.1629,false
"Behind 3-5 | H1 Final 4 | YTG 11-20 | Dist 2",9,0,0.0000,0.1629,false
"Behind 0-2 | H1 Final 4 | YTG 61-70 | Dist 9-10",9,0,0.0000,0.1629,false
"Behind 0-2 | H1 Early | YTG 41-50 | Dist 6-8",9,0,0.0000,0.1629,false
"Ahead 0-2 | H1 Final 4 | YTG 31-40 | Dist 3-5",9,4,0.4444,0.2655,false
"Behind 0-2 | H2 Early | YTG 31-40 | Dist 15-20",9,2,0.2222,0.2142,false
"Ahead 6-8 | H1 Final 4 | YTG 61-70 | Dist 20+",9,0,0.0000,0.1629,false
"Ahead 0-2 | H1 Final 4 | YTG 71-80 | Dist 9-10",9,0,0.0000,0.1629,false
"Ahead 9-14 | H2 Final 4 | YTG 71-80 | Dist 11-14",9,0,0.0000,0.1629,false
"Ahead 15+ | H1 Early | YTG 51-60 | Dist 6-8",9,0,0.0000,0.1629,false
"Behind 3-5 | H1 Mid | YTG 1-10 | Dist 15-20",9,0,0.0000,0.1629,false
"Ahead 0-2 | H2 Mid | YTG 31-40 | Dist 15-20",9,0,0.0000,0.1629,false
"Behind 3-5 | H1 Final 4 | YTG 91-100 | Dist 11-14",9,0,0.0000,0.1629,false
"Behind 3-5 | H1 Final 4 | YTG 81-90 | Dist 20+",9,2,0.2222,0.2142,false
"Behind 15+ | H1 Early | YTG 31-40 | Dist 9-10",9,3,0.3333,0.2398,false
"Ahead 9-14 | H1 Final 4 | YTG 91-100 | Dist 1",9,7,0.7778,0.3424,false
"Ahead 15+ | H1 Final 4 | YTG 81-90 | Dist 1",9,2,0.2222,0.2142,false
"Ahead 6-8 | H1 Final 4 | YTG 81-90 | Dist 1",9,2,0.2222,0.2142,false
"Ahead 9-14 | H1 Final 4 | YTG 71-80 | Dist 20+",9,0,0.0000,0.1629,false
"Behind 3-5 | H2 Final 4 | YTG 81-90 | Dist 9-10",9,5,0.5556,0.2911,false
"Ahead 0-2 | H1 Early | YTG 61-70 | Dist 3-5",9,0,0.0000,0.1629,false
"Behind 0-2 | H2 Early | YTG 11-20 | Dist 2",9,0,0.0000,0.1629,false
"Ahead 9-14 | H2 Final 4 | YTG 91-100 | Dist 9-10",9,5,0.5556,0.2911,false
"Ahead 9-14 | H2 Final 4 | YTG 61-70 | Dist 2",9,1,0.1111,0.1885,false
"Behind 3-5 | H1 Mid | YTG 91-100 | Dist 1",9,5,0.5556,0.2911,false
"Tied | H2 Final 4 | YTG 91-100 | Dist 6-8",9,0,0.0000,0.1629,false
"Behind 3-5 | H2 Final 4 | YTG 11-20 | Dist 2",9,7,0.7778,0.3424,false
"Ahead 0-2 | H1 Mid | YTG 81-90 | Dist 9-10",9,0,0.0000,0.1629,false
"Behind 6-8 | H2 Final 4 | YTG 51-60 | Dist 20+",9,6,0.6667,0.3167,false
"Ahead 6-8 | H2 Final 4 | YTG 41-50 | Dist 20+",9,3,0.3333,0.2398,false
"Ahead 0-2 | H2 Final 4 | YTG 61-70 | Dist 9-10",9,1,0.1111,0.1885,false
"Ahead 0-2 | H2 Mid | YTG 21-30 | Dist 2",9,2,0.2222,0.2142,false
"Tied | H1 Final 4 | YTG 81-90 | Dist 9-10",9,0,0.0000,0.1629,false
"Ahead 0-2 | H2 Early | YTG 81-90 | Dist 2",9,2,0.2222,0.2142,false
"Ahead 3-5 | H1 Early | YTG 91-100 | Dist 11-14",9,0,0.0000,0.1629,false
"Ahead 0-2 | H2 Final 4 | YTG 51-60 | Dist 2",9,1,0.1111,0.1885,false
"Ahead 15+ | H1 Final 4 | YTG 91-100 | Dist 6-8",9,2,0.2222,0.2142,false
"Tied | H2 Mid | YTG 91-100 | Dist 15-20",9,0,0.0000,0.1629,false
"Behind 0-2 | H1 Final 4 | YTG 11-20 | Dist 9-10",9,0,0.0000,0.1629,false
"Behind 9-14 | H2 Early | YTG 1-10 | Dist 11-14",9,0,0.0000,0.1629,false
"Behind 3-5 | H1 Final 4 | YTG 71-80 | Dist 2",9,1,0.1111,0.1885,false
"Ahead 0-2 | H2 Mid | YTG 91-100 | Dist 3-5",9,1,0.1111,0.1885,false
"Tied | H1 Final 4 | YTG 61-70 | Dist 20+",9,1,0.1111,0.1885,false
"Ahead 9-14 | H1 Early | YTG 61-70 | Dist 2",9,0,0.0000,0.1629,false
"Behind 0-2 | H2 Mid | YTG 81-90 | Dist 6-8",9,0,0.0000,0.1629,false
"Behind 0-2 | H2 Early | YTG 71-80 | Dist 20+",9,0,0.0000,0.1629,false
"Ahead 3-5 | H2 Final 4 | YTG 81-90 | Dist 6-8",9,2,0.2222,0.2142,false
"Behind 0-2 | H2 Final 4 | YTG 41-50 | Dist 1",9,8,0.8889,0.3680,false
"Ahead 9-14 | H1 Mid | YTG 91-100 | Dist 9-10",9,0,0.0000,0.1629,false
"Behind 6-8 | H1 Final 4 | YTG 91-100 | Dist 11-14",9,0,0.0000,0.1629,false
"Ahead 6-8 | H2 Final 4 | YTG 11-20 | Dist 2",9,1,0.1111,0.1885,false
"Tied | H2 Final 4 | YTG 41-50 | Dist 2",9,6,0.6667,0.3167,false
"Behind 15+ | H1 Early | YTG 31-40 | Dist 1",9,8,0.8889,0.3680,false
"Ahead 0-2 | H2 Final 4 | YTG 51-60 | Dist 9-10",9,2,0.2222,0.2142,false
"Ahead 0-2 | H1 Final 4 | YTG 61-70 | Dist 6-8",9,1,0.1111,0.1885,false
"Ahead 0-2 | H1 Mid | YTG 31-40 | Dist 2",9,7,0.7778,0.3424,false
"Behind 3-5 | H1 Final 4 | YTG 81-90 | Dist 1",9,2,0.2222,0.2142,false
"Ahead 6-8 | H2 Final 4 | YTG 11-20 | Dist 9-10",9,2,0.2222,0.2142,false
"Ahead 0-2 | H2 Final 4 | YTG 81-90 | Dist 11-14",9,1,0.1111,0.1885,false
"Behind 3-5 | H1 Final 4 | YTG 91-100 | Dist 3-5",9,0,0.0000,0.1629,false
"Behind 0-2 | H2 Final 4 | YTG 11-20 | Dist 11-14",9,3,0.3333,0.2398,false
"Ahead 15+ | H1 Early | YTG 11-20 | Dist 6-8",9,0,0.0000,0.1629,false
"Behind 3-5 | H2 Final 4 | YTG 31-40 | Dist 20+",9,8,0.8889,0.3680,false
"Behind 0-2 | H2 Mid | YTG 1-10 | Dist 9-10",9,0,0.0000,0.1629,false
"Behind 0-2 | H1 Mid | YTG 81-90 | Dist 3-5",9,0,0.0000,0.1629,false
"Ahead 0-2 | H2 Final 4 | YTG 81-90 | Dist 6-8",9,2,0.2222,0.2142,false
"Ahead 0-2 | H2 Mid | YTG 11-20 | Dist 2",9,2,0.2222,0.2142,false
"Behind 0-2 | H2 Early | YTG 51-60 | Dist 20+",9,1,0.1111,0.1885,false
"Ahead 6-8 | H2 Final 4 | YTG 11-20 | Dist 1",9,3,0.3333,0.2398,false
"Behind 6-8 | H1 Final 4 | YTG 81-90 | Dist 2",9,0,0.0000,0.1629,false
"Behind 6-8 | H1 Early | YTG 11-20 | Dist 20+",9,0,0.0000,0.1629,false
"Behind 6-8 | H2 Final 4 | YTG 31-40 | Dist 20+",9,7,0.7778,0.3424,false
"Ahead 9-14 | H1 Early | YTG 91-100 | Dist 6-8",9,0,0.0000,0.1629,false
"Tied | H1 Final 4 | YTG 81-90 | Dist 20+",9,1,0.1111,0.1885,false
"Behind 0-2 | H1 Early | YTG 61-70 | Dist 3-5",9,0,0.0000,0.1629,false
"Behind 9-14 | H1 Mid | YTG 1-10 | Dist 11-14",9,0,0.0000,0.1629,false
"Behind 0-2 | H1 Mid | YTG 81-90 | Dist 1",9,5,0.5556,0.2911,false
"Behind 9-14 | H2 Final 4 | YTG 81-90 | Dist 1",9,7,0.7778,0.3424,false
"Ahead 0-2 | H2 Early | YTG 11-20 | Dist 11-14",9,1,0.1111,0.1885,false
"Ahead 15+ | H1 Early | YTG 21-30 | Dist 11-14",9,1,0.1111,0.1885,false
"Behind 6-8 | H2 Final 4 | YTG 1-10 | Dist 9-10",9,6,0.6667,0.3167,false
"Ahead 6-8 | H2 Final 4 | YTG 71-80 | Dist 2",9,1,0.1111,0.1885,false
"Ahead 0-2 | H1 Early | YTG 61-70 | Dist 11-14",8,0,0.0000,0.1672,false
"Behind 0-2 | H2 Mid | YTG 91-100 | Dist 6-8",8,0,0.0000,0.1672,false
"Behind 9-14 | H1 Early | YTG 41-50 | Dist 20+",8,0,0.0000,0.1672,false
"Ahead 0-2 | H2 Early | YTG 11-20 | Dist 2",8,3,0.3750,0.2461,false
"Ahead 0-2 | H1 Final 4 | YTG 21-30 | Dist 9-10",8,0,0.0000,0.1672,false
"Ahead 3-5 | H1 Final 4 | YTG 71-80 | Dist 2",8,0,0.0000,0.1672,false
"Ahead 0-2 | H2 Early | YTG 81-90 | Dist 20+",8,0,0.0000,0.1672,false
"Ahead 15+ | H2 Final 4 | YTG 91-100 | Dist 1",8,7,0.8750,0.3514,false
"Behind 15+ | H1 Early | YTG 51-60 | Dist 2",8,1,0.1250,0.1935,false
"Behind 0-2 | H2 Early | YTG 71-80 | Dist 2",8,0,0.0000,0.1672,false
"Behind 6-8 | H1 Early | YTG 1-10 | Dist 15-20",8,0,0.0000,0.1672,false
"Behind 9-14 | H1 Final 4 | YTG 31-40 | Dist 20+",8,2,0.2500,0.2198,false
"Behind 0-2 | H2 Early | YTG 11-20 | Dist 15-20",8,0,0.0000,0.1672,false
"Tied | H1 Mid | YTG 1-10 | Dist 11-14",8,0,0.0000,0.1672,false
"Ahead 6-8 | H1 Mid | YTG 91-100 | Dist 1",8,8,1.0000,0.3777,false
"Behind 3-5 | H2 Final 4 | YTG 81-90 | Dist 20+",8,5,0.6250,0.2988,false
"Tied | H2 Mid | YTG 1-10 | Dist 9-10",8,0,0.0000,0.1672,false
"Behind 0-2 | H1 Final 4 | YTG 51-60 | Dist 1",8,4,0.5000,0.2725,false
"Behind 6-8 | H1 Final 4 | YTG 91-100 | Dist 9-10",8,0,0.0000,0.1672,false
"Ahead 9-14 | H1 Final 4 | YTG 81-90 | Dist 2",8,1,0.1250,0.1935,false
"Behind 0-2 | H1 Final 4 | YTG 51-60 | Dist 6-8",8,3,0.3750,0.2461,false
"Behind 9-14 | H1 Final 4 | YTG 91-100 | Dist 1",8,7,0.8750,0.3514,false
"Ahead 9-14 | H2 Mid | YTG 91-100 | Dist 20+",8,0,0.0000,0.1672,false
"Ahead 0-2 | H1 Final 4 | YTG 31-40 | Dist 2",8,7,0.8750,0.3514,false
"Ahead 0-2 | H1 Final 4 | YTG 61-70 | Dist 9-10",8,1,0.1250,0.1935,false
"Behind 9-14 | H1 Early | YTG 91-100 | Dist 9-10",8,0,0.0000,0.1672,false
"Behind 15+ | H1 Mid | YTG 11-20 | Dist 20+",8,1,0.1250,0.1935,false
"Behind 9-14 | H1 Final 4 | YTG 21-30 | Dist 20+",8,0,0.0000,0.1672,false
"Ahead 0-2 | H1 Mid | YTG 21-30 | Dist 15-20",8,0,0.0000,0.1672,false
"Behind 6-8 | H2 Early | YTG 1-10 | Dist 15-20",8,0,0.0000,0.1672,false
"Behind 0-2 | H2 Final 4 | YTG 1-10 | Dist 3-5",8,7,0.8750,0.3514,false
"Behind 0-2 | H2 Final 4 | YTG 1-10 | Dist 6-8",8,7,0.8750,0.3514,false
"Tied | H2 Final 4 | YTG 71-80 | Dist 1",8,2,0.2500,0.2198,false
"Behind 3-5 | H2 Early | YTG 21-30 | Dist 20+",8,0,0.0000,0.1672,false
"Behind 15+ | H1 Final 4 | YTG 31-40 | Dist 20+",8,0,0.0000,0.1672,false
"Ahead 0-2 | H2 Mid | YTG 81-90 | Dist 9-10",8,0,0.0000,0.1672,false
"Ahead 0-2 | H1 Final 4 | YTG 41-50 | Dist 11-14",8,1,0.1250,0.1935,false
"Behind 0-2 | H2 Mid | YTG 81-90 | Dist 3-5",8,0,0.0000,0.1672,false
"Behind 0-2 | H1 Final 4 | YTG 1-10 | Dist 9-10",8,0,0.0000,0.1672,false
"Ahead 6-8 | H1 Final 4 | YTG 91-100 | Dist 11-14",8,0,0.0000,0.1672,false
"Ahead 0-2 | H2 Mid | YTG 71-80 | Dist 1",8,1,0.1250,0.1935,false
"Tied | H2 Mid | YTG 91-100 | Dist 11-14",8,0,0.0000,0.1672,false
"Ahead 9-14 | H2 Mid | YTG 91-100 | Dist 2",8,2,0.2500,0.2198,false
"Tied | H2 Final 4 | YTG 71-80 | Dist 20+",8,2,0.2500,0.2198,false
"Behind 6-8 | H2 Final 4 | YTG 21-30 | Dist 20+",8,5,0.6250,0.2988,false
"Behind 0-2 | H1 Final 4 | YTG 71-80 | Dist 15-20",8,0,0.0000,0.1672,false
"Behind 0-2 | H1 Mid | YTG 11-20 | Dist 1",8,7,0.8750,0.3514,false
"Tied | H2 Mid | YTG 91-100 | Dist 1",8,7,0.8750,0.3514,false
"Ahead 9-14 | H1 Final 4 | YTG 91-100 | Dist 9-10",8,0,0.0000,0.1672,false
"Behind 0-2 | H2 Final 4 | YTG 31-40 | Dist 2",8,4,0.5000,0.2725,false
"Behind 3-5 | H2 Final 4 | YTG 21-30 | Dist 2",8,6,0.7500,0.3251,false
"Ahead 15+ | H1 Early | YTG 1-10 | Dist 1",8,8,1.0000,0.3777,false
"Behind 0-2 | H1 Early | YTG 81-90 | Dist 6-8",8,2,0.2500,0.2198,false
"Ahead 0-2 | H2 Early | YTG 91-100 | Dist 3-5",8,2,0.2500,0.2198,false
"Behind 9-14 | H1 Final 4 | YTG 81-90 | Dist 2",8,1,0.1250,0.1935,false
"Behind 9-14 | H1 Early | YTG 91-100 | Dist 6-8",8,0,0.0000,0.1672,false
"Ahead 0-2 | H2 Mid | YTG 41-50 | Dist 2",8,3,0.3750,0.2461,false
"Behind 0-2 | H2 Final 4 | YTG 71-80 | Dist 15-20",8,7,0.8750,0.3514,false
"Ahead 15+ | H1 Early | YTG 21-30 | Dist 3-5",8,3,0.3750,0.2461,false
"Behind 6-8 | H2 Final 4 | YTG 91-100 | Dist 15-20",8,5,0.6250,0.2988,false
"Ahead 3-5 | H2 Final 4 | YTG 71-80 | Dist 2",8,0,0.0000,0.1672,false
"Behind 0-2 | H2 Final 4 | YTG 1-10 | Dist 1",8,5,0.6250,0.2988,false
