blockKey,total,went,rate,smoothedRate,meetsMinSample
"Behind 15+ | H2 Early | YTG 51-60 | Dist 1",175,133,0.7600,0.6798,true
"Ahead 9-14 | H1 Mid | YTG 61-70 | Dist 3-5",175,9,0.0514,0.0749,true
"Ahead 9-14 | H1 Mid | YTG 1-10 | Dist 6-8",175,4,0.0229,0.0505,true
"Behind 15+ | H2 Mid | YTG 31-40 | Dist 15-20",175,88,0.5029,0.4603,true
"Ahead 6-8 | H1 Mid | YTG 1-10 | Dist 1",175,154,0.8800,0.7822,true
"Behind 9-14 | H2 Mid | YTG 51-60 | Dist 3-5",175,84,0.4800,0.4407,true
"Behind 15+ | H2 Mid | YTG 51-60 | Dist 2",175,111,0.6343,0.5725,true
"Ahead 3-5 | H1 Mid | YTG 11-20 | Dist 3-5",173,14,0.0809,0.1003,true
"Behind 9-14 | H1 Mid | YTG 71-80 | Dist 15-20",173,4,0.0231,0.0510,true
"Behind 15+ | H2 Early | YTG 21-30 | Dist 9-10",173,44,0.2543,0.2480,true
"Ahead 9-14 | H1 Mid | YTG 21-30 | Dist 3-5",173,42,0.2428,0.2382,true
"Behind 15+ | H2 Mid | YTG 81-90 | Dist 3-5",172,26,0.1512,0.1602,true
"Tied | H1 Mid | YTG 71-80 | Dist 11-14",172,3,0.0174,0.0463,true
"Ahead 9-14 | H2 Mid | YTG 41-50 | Dist 3-5",172,16,0.0930,0.1107,true
"Ahead 15+ | H2 Mid | YTG 61-70 | Dist 11-14",172,7,0.0407,0.0661,true
"Behind 9-14 | H1 Mid | YTG 61-70 | Dist 9-10",171,3,0.0175,0.0465,true
"Ahead 9-14 | H2 Mid | YTG 21-30 | Dist 3-5",170,38,0.2235,0.2218,true
"Behind 9-14 | H1 Early | YTG 61-70 | Dist 3-5",170,9,0.0529,0.0768,true
"Ahead 9-14 | H2 Mid | YTG 51-60 | Dist 3-5",170,5,0.0294,0.0568,true
"Ahead 6-8 | H1 Early | YTG 51-60 | Dist 3-5",170,18,0.1059,0.1218,true
"Behind 9-14 | H2 Early | YTG 71-80 | Dist 11-14",169,1,0.0059,0.0370,true
"Behind 9-14 | H2 Mid | YTG 41-50 | Dist 3-5",169,119,0.7041,0.6299,true
"Behind 9-14 | H1 Mid | YTG 21-30 | Dist 6-8",169,18,0.1065,0.1224,true
"Behind 3-5 | H1 Mid | YTG 51-60 | Dist 6-8",169,3,0.0178,0.0470,true
"Ahead 9-14 | H2 Early | YTG 71-80 | Dist 6-8",169,2,0.0118,0.0420,true
"Ahead 9-14 | H1 Mid | YTG 51-60 | Dist 6-8",169,2,0.0118,0.0420,true
"Behind 3-5 | H1 Early | YTG 1-10 | Dist 3-5",169,5,0.0296,0.0571,true
"Behind 15+ | H2 Early | YTG 51-60 | Dist 15-20",169,4,0.0237,0.0520,true
"Ahead 3-5 | H1 Mid | YTG 51-60 | Dist 3-5",168,10,0.0595,0.0826,true
"Ahead 3-5 | H1 Early | YTG 21-30 | Dist 9-10",168,2,0.0119,0.0422,true
"Behind 15+ | H2 Final 4 | YTG 71-80 | Dist 6-8",167,55,0.3293,0.3114,true
"Ahead 9-14 | H1 Mid | YTG 71-80 | Dist 6-8",167,2,0.0120,0.0424,true
"Behind 15+ | H2 Early | YTG 1-10 | Dist 3-5",166,80,0.4819,0.4406,true
"Ahead 6-8 | H1 Mid | YTG 61-70 | Dist 6-8",166,6,0.0361,0.0630,true
"Behind 15+ | H2 Early | YTG 81-90 | Dist 6-8",166,8,0.0482,0.0732,true
"Ahead 9-14 | H2 Mid | YTG 41-50 | Dist 6-8",165,2,0.0121,0.0428,true
"Ahead 15+ | H2 Mid | YTG 71-80 | Dist 11-14",165,2,0.0121,0.0428,true
"Ahead 6-8 | H1 Early | YTG 51-60 | Dist 6-8",165,3,0.0182,0.0480,true
"Behind 9-14 | H1 Mid | YTG 21-30 | Dist 3-5",164,58,0.3537,0.3317,true
"Behind 6-8 | H1 Mid | YTG 31-40 | Dist 6-8",164,60,0.3659,0.3420,true
"Ahead 6-8 | H1 Mid | YTG 71-80 | Dist 3-5",164,6,0.0366,0.0637,true
"Behind 15+ | H2 Early | YTG 31-40 | Dist 9-10",164,77,0.4695,0.4297,true
"Behind 3-5 | H1 Early | YTG 51-60 | Dist 6-8",163,3,0.0184,0.0485,true
"Ahead 3-5 | H1 Mid | YTG 11-20 | Dist 6-8",163,2,0.0123,0.0433,true
"Ahead 9-14 | H2 Early | YTG 41-50 | Dist 6-8",163,8,0.0491,0.0744,true
"Ahead 9-14 | H1 Mid | YTG 61-70 | Dist 6-8",163,7,0.0429,0.0692,true
"Ahead 9-14 | H1 Mid | YTG 41-50 | Dist 3-5",163,29,0.1779,0.1832,true
"Ahead 9-14 | H2 Mid | YTG 51-60 | Dist 6-8",163,1,0.0061,0.0381,true
"Behind 15+ | H1 Mid | YTG 61-70 | Dist 11-14",163,9,0.0552,0.0796,true
"Ahead 3-5 | H2 Early | YTG 61-70 | Dist 3-5",162,7,0.0432,0.0695,true
"Ahead 3-5 | H1 Mid | YTG 1-10 | Dist 6-8",162,3,0.0185,0.0487,true
"Ahead 6-8 | H1 Mid | YTG 1-10 | Dist 3-5",162,20,0.1235,0.1373,true
"Behind 3-5 | H1 Mid | YTG 31-40 | Dist 6-8",161,40,0.2484,0.2427,true
"Ahead 9-14 | H2 Early | YTG 21-30 | Dist 6-8",161,22,0.1366,0.1484,true
"Behind 3-5 | H1 Early | YTG 51-60 | Dist 3-5",161,8,0.0497,0.0751,true
"Behind 6-8 | H1 Early | YTG 21-30 | Dist 3-5",160,50,0.3125,0.2966,true
"Ahead 15+ | H2 Mid | YTG 21-30 | Dist 11-14",160,20,0.1250,0.1387,true
"Behind 15+ | H2 Final 4 | YTG 51-60 | Dist 3-5",160,113,0.7063,0.6282,true
"Behind 15+ | H1 Final 4 | YTG 51-60 | Dist 3-5",160,27,0.1688,0.1755,true
"Behind 6-8 | H1 Early | YTG 41-50 | Dist 9-10",159,3,0.0189,0.0495,true
"Ahead 9-14 | H2 Mid | YTG 31-40 | Dist 3-5",159,62,0.3899,0.3617,true
"Ahead 9-14 | H1 Mid | YTG 11-20 | Dist 3-5",159,14,0.0881,0.1077,true
"Ahead 6-8 | H1 Early | YTG 31-40 | Dist 3-5",159,98,0.6164,0.5521,true
"Behind 3-5 | H1 Mid | YTG 41-50 | Dist 3-5",159,29,0.1824,0.1871,true
"Behind 3-5 | H1 Mid | YTG 1-10 | Dist 6-8",159,3,0.0189,0.0495,true
"Behind 9-14 | H1 Mid | YTG 31-40 | Dist 6-8",158,59,0.3734,0.3476,true
"Behind 15+ | H2 Early | YTG 51-60 | Dist 2",158,71,0.4494,0.4115,true
"Behind 6-8 | H1 Mid | YTG 61-70 | Dist 11-14",157,6,0.0382,0.0661,true
"Tied | H1 Early | YTG 1-10 | Dist 3-5",157,53,0.3376,0.3174,true
"Ahead 15+ | H2 Early | YTG 71-80 | Dist 9-10",157,7,0.0446,0.0714,true
"Behind 15+ | H1 Mid | YTG 41-50 | Dist 3-5",157,63,0.4013,0.3709,true
"Behind 9-14 | H2 Early | YTG 31-40 | Dist 3-5",157,89,0.5669,0.5099,true
"Ahead 3-5 | H1 Mid | YTG 21-30 | Dist 3-5",157,39,0.2484,0.2425,true
"Ahead 3-5 | H2 Early | YTG 71-80 | Dist 6-8",156,4,0.0256,0.0557,true
"Ahead 9-14 | H2 Early | YTG 61-70 | Dist 6-8",156,6,0.0385,0.0664,true
"Ahead 9-14 | H2 Mid | YTG 71-80 | Dist 6-8",156,5,0.0321,0.0610,true
"Behind 15+ | H2 Early | YTG 41-50 | Dist 1",156,140,0.8974,0.7868,true
"Behind 9-14 | H2 Mid | YTG 61-70 | Dist 6-8",155,34,0.2194,0.2181,true
"Ahead 9-14 | H1 Mid | YTG 21-30 | Dist 6-8",155,10,0.0645,0.0884,true
"Ahead 9-14 | H2 Early | YTG 31-40 | Dist 3-5",155,67,0.4323,0.3965,true
"Behind 6-8 | H1 Mid | YTG 61-70 | Dist 9-10",155,5,0.0323,0.0614,true
"Ahead 15+ | H2 Mid | YTG 71-80 | Dist 9-10",154,5,0.0325,0.0617,true
"Behind 6-8 | H2 Early | YTG 51-60 | Dist 3-5",154,15,0.0974,0.1160,true
"Ahead 15+ | H2 Early | YTG 1-10 | Dist 6-8",154,5,0.0325,0.0617,true
"Ahead 6-8 | H2 Early | YTG 71-80 | Dist 6-8",154,5,0.0325,0.0617,true
"Ahead 6-8 | H1 Early | YTG 61-70 | Dist 6-8",154,4,0.0260,0.0563,true
"Ahead 3-5 | H1 Mid | YTG 21-30 | Dist 6-8",154,9,0.0584,0.0834,true
"Behind 15+ | H1 Mid | YTG 61-70 | Dist 1",154,71,0.4610,0.4204,true
"Behind 9-14 | H2 Mid | YTG 51-60 | Dist 6-8",153,50,0.3268,0.3079,true
"Ahead 15+ | H2 Mid | YTG 61-70 | Dist 1",153,44,0.2876,0.2752,true
"Ahead 15+ | H2 Mid | YTG 21-30 | Dist 9-10",153,29,0.1895,0.1932,true
"Behind 6-8 | H1 Early | YTG 61-70 | Dist 15-20",153,3,0.0196,0.0511,true
"Behind 6-8 | H1 Mid | YTG 81-90 | Dist 15-20",152,3,0.0197,0.0514,true
"Tied | H1 Mid | YTG 21-30 | Dist 6-8",152,24,0.1579,0.1668,true
"Ahead 3-5 | H1 Mid | YTG 51-60 | Dist 6-8",152,4,0.0263,0.0569,true
"Ahead 6-8 | H1 Mid | YTG 51-60 | Dist 6-8",152,4,0.0263,0.0569,true
"Behind 15+ | H2 Mid | YTG 41-50 | Dist 2",152,129,0.8487,0.7437,true
"Ahead 6-8 | H1 Mid | YTG 31-40 | Dist 6-8",152,37,0.2434,0.2382,true
"Ahead 6-8 | H1 Early | YTG 61-70 | Dist 3-5",152,8,0.0526,0.0789,true
"Behind 9-14 | H1 Mid | YTG 51-60 | Dist 11-14",151,3,0.0199,0.0517,true
"Behind 3-5 | H2 Early | YTG 51-60 | Dist 3-5",150,7,0.0467,0.0742,true
"Behind 15+ | H2 Early | YTG 21-30 | Dist 11-14",149,31,0.2081,0.2087,true
"Behind 9-14 | H2 Early | YTG 31-40 | Dist 6-8",149,81,0.5436,0.4880,true
"Behind 3-5 | H1 Mid | YTG 21-30 | Dist 3-5",149,30,0.2013,0.2031,true
"Ahead 3-5 | H2 Early | YTG 51-60 | Dist 3-5",149,13,0.0872,0.1081,true
"Ahead 15+ | H2 Early | YTG 51-60 | Dist 9-10",149,7,0.0470,0.0746,true
"Ahead 9-14 | H2 Early | YTG 1-10 | Dist 3-5",149,15,0.1007,0.1193,true
"Behind 3-5 | H2 Mid | YTG 61-70 | Dist 3-5",149,17,0.1141,0.1305,true
"Behind 15+ | H2 Mid | YTG 21-30 | Dist 1",149,132,0.8859,0.7729,true
"Ahead 3-5 | H1 Mid | YTG 61-70 | Dist 6-8",148,9,0.0608,0.0863,true
"Behind 9-14 | H2 Mid | YTG 61-70 | Dist 9-10",148,36,0.2432,0.2379,true
"Ahead 15+ | H2 Mid | YTG 51-60 | Dist 2",148,17,0.1149,0.1312,true
"Behind 3-5 | H1 Mid | YTG 21-30 | Dist 6-8",148,13,0.0878,0.1087,true
"Ahead 6-8 | H1 Early | YTG 71-80 | Dist 3-5",148,6,0.0405,0.0694,true
"Ahead 15+ | H2 Early | YTG 71-80 | Dist 11-14",148,4,0.0270,0.0582,true
"Tied | H1 Mid | YTG 71-80 | Dist 9-10",148,0,0.0000,0.0357,true
"Ahead 15+ | H2 Final 4 | YTG 1-10 | Dist 3-5",148,69,0.4662,0.4233,true
"Ahead 15+ | H2 Early | YTG 61-70 | Dist 11-14",148,3,0.0203,0.0525,true
"Ahead 6-8 | H2 Early | YTG 61-70 | Dist 3-5",148,9,0.0608,0.0863,true
"Behind 6-8 | H1 Mid | YTG 51-60 | Dist 9-10",147,5,0.0340,0.0641,true
"Ahead 3-5 | H1 Mid | YTG 31-40 | Dist 6-8",147,32,0.2177,0.2167,true
"Ahead 9-14 | H2 Mid | YTG 61-70 | Dist 6-8",147,9,0.0612,0.0867,true
"Ahead 15+ | H2 Mid | YTG 1-10 | Dist 2",147,79,0.5374,0.4822,true
"Behind 15+ | H2 Early | YTG 31-40 | Dist 1",146,121,0.8288,0.7236,true
"Ahead 3-5 | H1 Early | YTG 21-30 | Dist 11-14",146,0,0.0000,0.0361,true
"Ahead 15+ | H2 Early | YTG 61-70 | Dist 9-10",146,6,0.0411,0.0702,true
"Behind 9-14 | H2 Early | YTG 61-70 | Dist 9-10",146,8,0.0548,0.0816,true
"Ahead 6-8 | H1 Early | YTG 71-80 | Dist 6-8",146,1,0.0068,0.0418,true
"Behind 9-14 | H1 Early | YTG 71-80 | Dist 9-10",146,7,0.0479,0.0759,true
"Behind 3-5 | H1 Mid | YTG 11-20 | Dist 6-8",146,4,0.0274,0.0588,true
"Behind 15+ | H2 Early | YTG 11-20 | Dist 3-5",145,86,0.5931,0.5277,true
"Behind 6-8 | H1 Early | YTG 41-50 | Dist 1",145,105,0.7241,0.6363,true
"Behind 15+ | H2 Mid | YTG 11-20 | Dist 1",145,116,0.8000,0.6992,true
"Behind 15+ | H2 Early | YTG 11-20 | Dist 6-8",145,42,0.2897,0.2763,true
"Behind 3-5 | H1 Mid | YTG 31-40 | Dist 3-5",144,67,0.4653,0.4216,true
"Tied | H1 Mid | YTG 1-10 | Dist 1",144,118,0.8194,0.7147,true
"Tied | H1 Mid | YTG 61-70 | Dist 9-10",144,4,0.0278,0.0595,true
"Behind 6-8 | H2 Mid | YTG 61-70 | Dist 3-5",144,22,0.1528,0.1629,true
"Ahead 9-14 | H2 Mid | YTG 21-30 | Dist 6-8",144,16,0.1111,0.1285,true
"Behind 3-5 | H1 Early | YTG 21-30 | Dist 6-8",144,4,0.0278,0.0595,true
"Ahead 6-8 | H1 Early | YTG 41-50 | Dist 3-5",144,36,0.2500,0.2434,true
"Ahead 9-14 | H2 Mid | YTG 1-10 | Dist 3-5",144,15,0.1042,0.1227,true
"Behind 9-14 | H2 Mid | YTG 31-40 | Dist 6-8",143,91,0.6364,0.5627,true
"Behind 3-5 | H2 Early | YTG 51-60 | Dist 6-8",143,11,0.0769,0.1003,true
"Ahead 3-5 | H1 Mid | YTG 71-80 | Dist 3-5",143,10,0.0699,0.0945,true
"Behind 6-8 | H1 Mid | YTG 21-30 | Dist 6-8",143,20,0.1399,0.1523,true
"Ahead 15+ | H2 Mid | YTG 31-40 | Dist 2",143,114,0.7972,0.6957,true
"Behind 6-8 | H2 Early | YTG 51-60 | Dist 6-8",142,5,0.0352,0.0660,true
"Behind 15+ | H2 Early | YTG 81-90 | Dist 9-10",142,6,0.0423,0.0718,true
"Ahead 3-5 | H1 Mid | YTG 41-50 | Dist 6-8",142,11,0.0775,0.1009,true
"Behind 9-14 | H1 Mid | YTG 81-90 | Dist 11-14",142,1,0.0070,0.0428,true
"Ahead 15+ | H2 Mid | YTG 81-90 | Dist 3-5",141,5,0.0355,0.0664,true
"Behind 3-5 | H1 Early | YTG 61-70 | Dist 6-8",141,2,0.0142,0.0488,true
"Ahead 15+ | H2 Early | YTG 41-50 | Dist 9-10",141,6,0.0426,0.0722,true
"Ahead 9-14 | H1 Mid | YTG 41-50 | Dist 6-8",141,3,0.0213,0.0547,true
"Behind 6-8 | H1 Early | YTG 31-40 | Dist 1",141,105,0.7447,0.6512,true
"Behind 9-14 | H1 Mid | YTG 51-60 | Dist 9-10",141,1,0.0071,0.0430,true
"Behind 9-14 | H1 Mid | YTG 51-60 | Dist 1",140,83,0.5929,0.5256,true
"Ahead 3-5 | H1 Mid | YTG 31-40 | Dist 3-5",140,62,0.4429,0.4021,true
"Ahead 9-14 | H1 Mid | YTG 71-80 | Dist 3-5",140,4,0.0286,0.0609,true
"Behind 9-14 | H2 Mid | YTG 71-80 | Dist 3-5",140,37,0.2643,0.2550,true
"Ahead 15+ | H2 Final 4 | YTG 21-30 | Dist 3-5",139,91,0.6547,0.5761,true
"Ahead 9-14 | H2 Early | YTG 31-40 | Dist 6-8",139,37,0.2662,0.2565,true
"Behind 3-5 | H1 Mid | YTG 71-80 | Dist 9-10",139,9,0.0647,0.0908,true
"Tied | H1 Early | YTG 71-80 | Dist 20+",139,6,0.0432,0.0731,true
"Ahead 15+ | H2 Early | YTG 61-70 | Dist 1",139,36,0.2590,0.2506,true
"Behind 6-8 | H1 Mid | YTG 41-50 | Dist 9-10",138,3,0.0217,0.0557,true
"Ahead 6-8 | H2 Mid | YTG 71-80 | Dist 6-8",138,2,0.0145,0.0497,true
"Behind 6-8 | H1 Mid | YTG 41-50 | Dist 11-14",138,4,0.0290,0.0616,true
"Tied | H1 Mid | YTG 51-60 | Dist 9-10",138,4,0.0290,0.0616,true
"Tied | H1 Mid | YTG 61-70 | Dist 1",138,46,0.3333,0.3116,true
"Behind 6-8 | H1 Mid | YTG 51-60 | Dist 11-14",138,3,0.0217,0.0557,true
"Ahead 9-14 | H1 Mid | YTG 31-40 | Dist 3-5",137,63,0.4599,0.4153,true
"Behind 15+ | H2 Mid | YTG 21-30 | Dist 15-20",137,48,0.3504,0.3255,true
"Ahead 3-5 | H1 Early | YTG 1-10 | Dist 2",137,8,0.0584,0.0859,true
"Behind 9-14 | H2 Early | YTG 81-90 | Dist 15-20",137,2,0.0146,0.0500,true
"Tied | H1 Mid | YTG 61-70 | Dist 11-14",137,4,0.0292,0.0620,true
"Ahead 9-14 | H2 Early | YTG 71-80 | Dist 3-5",137,4,0.0292,0.0620,true
"Ahead 15+ | H2 Early | YTG 21-30 | Dist 1",137,106,0.7737,0.6728,true
"Ahead 6-8 | H1 Mid | YTG 21-30 | Dist 6-8",137,21,0.1533,0.1638,true
"Ahead 3-5 | H1 Mid | YTG 41-50 | Dist 3-5",136,29,0.2132,0.2130,true
"Behind 6-8 | H1 Mid | YTG 71-80 | Dist 15-20",136,1,0.0074,0.0443,true
"Ahead 9-14 | H2 Early | YTG 11-20 | Dist 3-5",136,18,0.1324,0.1467,true
"Behind 3-5 | H2 Early | YTG 41-50 | Dist 3-5",136,26,0.1912,0.1949,true
"Ahead 6-8 | H1 Early | YTG 41-50 | Dist 6-8",135,9,0.0667,0.0930,true
"Behind 15+ | H2 Early | YTG 31-40 | Dist 11-14",135,38,0.2815,0.2688,true
"Ahead 15+ | H2 Early | YTG 51-60 | Dist 1",135,66,0.4889,0.4385,true
"Behind 15+ | H2 Final 4 | YTG 31-40 | Dist 3-5",135,121,0.8963,0.7718,true
"Behind 6-8 | H1 Early | YTG 31-40 | Dist 9-10",135,27,0.2000,0.2021,true
"Behind 6-8 | H1 Early | YTG 41-50 | Dist 11-14",134,2,0.0149,0.0509,true
"Behind 9-14 | H1 Mid | YTG 41-50 | Dist 9-10",134,7,0.0522,0.0814,true
"Behind 9-14 | H1 Mid | YTG 61-70 | Dist 15-20",134,3,0.0224,0.0570,true
"Ahead 9-14 | H2 Mid | YTG 31-40 | Dist 6-8",134,29,0.2164,0.2156,true
"Behind 3-5 | H1 Mid | YTG 11-20 | Dist 3-5",134,20,0.1493,0.1607,true
"Behind 15+ | H1 Mid | YTG 61-70 | Dist 9-10",134,5,0.0373,0.0692,true
"Ahead 15+ | H2 Early | YTG 31-40 | Dist 1",134,119,0.8881,0.7643,true
"Behind 15+ | H2 Mid | YTG 31-40 | Dist 2",133,113,0.8496,0.7322,true
"Tied | H1 Mid | YTG 31-40 | Dist 1",133,115,0.8647,0.7445,true
"Ahead 6-8 | H2 Early | YTG 51-60 | Dist 3-5",133,12,0.0902,0.1126,true
"Behind 9-14 | H2 Early | YTG 61-70 | Dist 1",133,60,0.4511,0.4071,true
"Behind 9-14 | H2 Early | YTG 21-30 | Dist 3-5",133,46,0.3459,0.3212,true
"Ahead 15+ | H2 Mid | YTG 11-20 | Dist 9-10",132,13,0.0985,0.1195,true
"Ahead 15+ | H2 Early | YTG 41-50 | Dist 1",132,92,0.6970,0.6071,true
"Behind 9-14 | H2 Early | YTG 61-70 | Dist 11-14",132,8,0.0606,0.0886,true
"Behind 9-14 | H2 Mid | YTG 71-80 | Dist 11-14",132,17,0.1288,0.1442,true
"Ahead 6-8 | H2 Early | YTG 61-70 | Dist 6-8",131,8,0.0611,0.0892,true
"Behind 15+ | H2 Early | YTG 31-40 | Dist 15-20",131,31,0.2366,0.2320,true
"Behind 6-8 | H1 Mid | YTG 61-70 | Dist 1",131,50,0.3817,0.3500,true
"Ahead 6-8 | H1 Mid | YTG 71-80 | Dist 11-14",130,1,0.0077,0.0460,true
"Ahead 3-5 | H2 Mid | YTG 61-70 | Dist 3-5",130,2,0.0154,0.0522,true
"Behind 9-14 | H2 Mid | YTG 51-60 | Dist 9-10",129,37,0.2868,0.2727,true
"Ahead 9-14 | H2 Mid | YTG 11-20 | Dist 3-5",129,13,0.1008,0.1217,true
"Ahead 15+ | H2 Early | YTG 11-20 | Dist 11-14",129,2,0.0155,0.0525,true
"Behind 9-14 | H2 Early | YTG 21-30 | Dist 6-8",129,23,0.1783,0.1846,true
"Behind 9-14 | H1 Mid | YTG 41-50 | Dist 11-14",129,2,0.0155,0.0525,true
"Ahead 15+ | H2 Final 4 | YTG 51-60 | Dist 3-5",129,24,0.1860,0.1909,true
"Behind 6-8 | H1 Mid | YTG 21-30 | Dist 3-5",129,46,0.3566,0.3293,true
"Behind 15+ | H2 Early | YTG 21-30 | Dist 1",129,105,0.8140,0.7003,true
"Ahead 6-8 | H2 Early | YTG 51-60 | Dist 6-8",129,4,0.0310,0.0651,true
"Ahead 15+ | H2 Mid | YTG 21-30 | Dist 2",128,82,0.6406,0.5592,true
"Behind 9-14 | H2 Early | YTG 71-80 | Dist 15-20",128,1,0.0078,0.0465,true
"Ahead 9-14 | H2 Mid | YTG 1-10 | Dist 1",128,73,0.5703,0.5022,true
"Behind 3-5 | H1 Early | YTG 21-30 | Dist 3-5",128,22,0.1719,0.1795,true
"Ahead 9-14 | H2 Early | YTG 21-30 | Dist 3-5",128,40,0.3125,0.2934,true
"Ahead 15+ | H2 Early | YTG 51-60 | Dist 11-14",127,3,0.0236,0.0596,true
"Behind 15+ | H2 Early | YTG 11-20 | Dist 11-14",127,10,0.0787,0.1042,true
"Ahead 6-8 | H2 Mid | YTG 61-70 | Dist 3-5",127,3,0.0236,0.0596,true
"Behind 15+ | H1 Mid | YTG 71-80 | Dist 15-20",127,1,0.0079,0.0468,true
"Behind 15+ | H2 Early | YTG 71-80 | Dist 1",127,43,0.3386,0.3144,true
"Ahead 15+ | H2 Early | YTG 41-50 | Dist 11-14",127,8,0.0630,0.0914,true
"Ahead 9-14 | H2 Early | YTG 11-20 | Dist 6-8",127,1,0.0079,0.0468,true
"Behind 9-14 | H2 Early | YTG 51-60 | Dist 1",127,88,0.6929,0.6010,true
"Ahead 6-8 | H2 Early | YTG 41-50 | Dist 3-5",127,22,0.1732,0.1806,true
"Ahead 9-14 | H1 Mid | YTG 31-40 | Dist 6-8",127,34,0.2677,0.2570,true
"Ahead 15+ | H2 Mid | YTG 31-40 | Dist 11-14",126,26,0.2063,0.2074,true
"Behind 6-8 | H2 Early | YTG 71-80 | Dist 9-10",126,1,0.0079,0.0471,true
"Ahead 15+ | H2 Mid | YTG 61-70 | Dist 9-10",126,6,0.0476,0.0792,true
"Behind 15+ | H2 Final 4 | YTG 41-50 | Dist 3-5",126,113,0.8968,0.7651,true
"Behind 9-14 | H2 Mid | YTG 41-50 | Dist 6-8",126,66,0.5238,0.4638,true
"Ahead 15+ | H2 Mid | YTG 31-40 | Dist 9-10",126,32,0.2540,0.2459,true
"Behind 3-5 | H1 Early | YTG 71-80 | Dist 9-10",126,0,0.0000,0.0407,true
"Tied | H1 Mid | YTG 71-80 | Dist 15-20",126,2,0.0159,0.0535,true
"Ahead 3-5 | H1 Mid | YTG 11-20 | Dist 11-14",126,2,0.0159,0.0535,true
"Ahead 6-8 | H1 Mid | YTG 51-60 | Dist 11-14",126,2,0.0159,0.0535,true
"Behind 3-5 | H2 Early | YTG 31-40 | Dist 3-5",125,57,0.4560,0.4087,true
"Tied | H1 Early | YTG 81-90 | Dist 20+",125,0,0.0000,0.0410,true
"Behind 9-14 | H1 Mid | YTG 1-10 | Dist 3-5",125,25,0.2000,0.2023,true
"Ahead 3-5 | H2 Mid | YTG 51-60 | Dist 6-8",125,4,0.0320,0.0668,true
"Ahead 9-14 | H2 Early | YTG 61-70 | Dist 9-10",125,5,0.0400,0.0732,true
"Behind 3-5 | H1 Mid | YTG 71-80 | Dist 3-5",124,7,0.0565,0.0867,true
"Tied | H1 Early | YTG 91-100 | Dist 6-8",124,3,0.0242,0.0607,true
"Behind 15+ | H2 Early | YTG 81-90 | Dist 3-5",124,6,0.0484,0.0802,true
"Tied | H1 Early | YTG 11-20 | Dist 9-10",124,5,0.0403,0.0737,true
"Behind 15+ | H1 Final 4 | YTG 71-80 | Dist 9-10",124,5,0.0403,0.0737,true
"Ahead 6-8 | H2 Mid | YTG 51-60 | Dist 3-5",124,3,0.0242,0.0607,true
"Behind 15+ | H2 Early | YTG 41-50 | Dist 2",124,88,0.7097,0.6127,true
"Behind 3-5 | H1 Early | YTG 71-80 | Dist 3-5",124,2,0.0161,0.0542,true
"Behind 15+ | H2 Early | YTG 1-10 | Dist 6-8",124,35,0.2823,0.2685,true
"Behind 3-5 | H2 Mid | YTG 71-80 | Dist 6-8",124,3,0.0242,0.0607,true
"Behind 3-5 | H2 Early | YTG 61-70 | Dist 6-8",124,2,0.0161,0.0542,true
"Ahead 15+ | H2 Final 4 | YTG 11-20 | Dist 3-5",124,66,0.5323,0.4698,true
"Behind 3-5 | H2 Mid | YTG 51-60 | Dist 3-5",124,21,0.1694,0.1776,true
"Behind 9-14 | H2 Mid | YTG 1-10 | Dist 3-5",124,80,0.6452,0.5607,true
"Behind 15+ | H2 Mid | YTG 61-70 | Dist 20+",123,13,0.1057,0.1265,true
"Ahead 3-5 | H1 Early | YTG 71-80 | Dist 6-8",123,1,0.0081,0.0481,true
"Behind 15+ | H1 Mid | YTG 41-50 | Dist 6-8",123,17,0.1382,0.1526,true
"Behind 3-5 | H1 Mid | YTG 71-80 | Dist 11-14",123,0,0.0000,0.0415,true
"Tied | H1 Mid | YTG 41-50 | Dist 1",123,92,0.7480,0.6428,true
"Ahead 6-8 | H1 Mid | YTG 21-30 | Dist 3-5",122,41,0.3361,0.3115,true
"Behind 15+ | H2 Mid | YTG 71-80 | Dist 2",122,42,0.3443,0.3181,true
"Ahead 3-5 | H1 Early | YTG 1-10 | Dist 9-10",122,0,0.0000,0.0418,true
"Tied | H1 Mid | YTG 51-60 | Dist 11-14",122,2,0.0164,0.0550,true
"Behind 3-5 | H2 Early | YTG 71-80 | Dist 9-10",122,4,0.0328,0.0681,true
"Behind 6-8 | H1 Early | YTG 51-60 | Dist 2",122,29,0.2377,0.2326,true
"Behind 15+ | H2 Mid | YTG 81-90 | Dist 9-10",122,12,0.0984,0.1207,true
"Ahead 9-14 | H2 Mid | YTG 71-80 | Dist 3-5",122,5,0.0410,0.0747,true
"Behind 6-8 | H1 Mid | YTG 51-60 | Dist 1",122,67,0.5492,0.4826,true
"Behind 6-8 | H2 Early | YTG 41-50 | Dist 3-5",122,26,0.2131,0.2128,true
"Behind 6-8 | H2 Early | YTG 61-70 | Dist 6-8",122,7,0.0574,0.0878,true
"Ahead 6-8 | H1 Mid | YTG 11-20 | Dist 3-5",122,17,0.1393,0.1536,true
"Behind 6-8 | H2 Mid | YTG 71-80 | Dist 6-8",122,10,0.0820,0.1076,true
"Tied | H1 Early | YTG 11-20 | Dist 11-14",121,4,0.0331,0.0686,true
"Behind 15+ | H2 Mid | YTG 1-10 | Dist 2",121,111,0.9174,0.7772,true
